"deutschland, germany","osterreich, oesterreich, austria, österreich","schweiz, switzerland","holland, niederlande, netherlands","polen, poland, polska","belgien, belgium","luxemburg, luxembourg","dänemark, danemark, daenemark, denmark","italien, italy","frankreich, france",portugal,"spanien, spain","uk, united kingdom, great britain, grossbritannien, großbritannien, vereinigtes königreich, england"
Kempten (Allgäu) Deutschland,flop,flop,flop,flop,flop,flop,flop,Cava de’ Tirreni Italien,flop,flop,Torrelavega Spanien,Isle of Wight UK
Herford Deutschland,flop,flop,flop,flop,flop,flop,flop,Ercolano Italien,flop,flop,Mérida Spanien,Mid Sussex UK
Kerpen Deutschland,flop,flop,flop,flop,flop,flop,flop,Velletri Italien,flop,flop,Elda Spanien,South Oxfordshire UK
Plauen Deutschland,flop,flop,flop,flop,flop,flop,flop,Gallarate Italien,flop,flop,Collado Villalba Spanien,Guildford UK
Neuwied Deutschland,flop,flop,flop,flop,flop,flop,flop,Aversa Italien,flop,flop,Cuenca Spanien,Elmbridge UK
Weimar Deutschland,flop,flop,flop,flop,flop,flop,flop,Civitavecchia Italien,flop,flop,Aranjuez Spanien,Stafford UK
Dormagen Deutschland,flop,flop,flop,flop,flop,flop,flop,Acireale Italien,flop,flop,Mollet del Vallès Spanien,Powys UK
Sindelfingen Deutschland,flop,flop,flop,flop,flop,flop,flop,Rovigo Italien,flop,flop,San Vicente del Raspeig Spanien,East Hertfordshire UK
Neubrandenburg Deutschland,flop,flop,flop,flop,flop,flop,flop,Mazara del Vallo Italien,flop,flop,Puertollano Spanien,Torbay UK
Grevenbroich Deutschland,flop,flop,flop,flop,flop,flop,flop,Chieti Italien,flop,flop,San Bartolomé de Tirajana Spanien,Wrexham Maelor UK
Rüsselsheim am Main Deutschland,flop,flop,flop,flop,flop,flop,flop,Pordenone Italien,flop,flop,Huesca Spanien,East Devon UK
Rosenheim Deutschland,flop,flop,flop,flop,flop,flop,flop,Battipaglia Italien,flop,flop,Calvià Spanien,East Lindsey UK
Herten Deutschland,flop,flop,flop,flop,flop,flop,flop,Scafati Italien,flop,flop,Villarreal Spanien,Halton UK
Wesel Deutschland,flop,flop,flop,flop,flop,flop,flop,Rho Italien,flop,flop,Arganda del Rey Spanien,Warwick UK
Garbsen Deutschland,flop,flop,flop,flop,flop,flop,flop,Scandicci Italien,flop,flop,Siero Spanien,East Ayrshire UK
Bergheim Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Utrera Spanien,Newcastle-under-Lyme UK
Schwäbisch Gmünd Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,North Wiltshire UK
Hürth Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,South Kesteven UK
Unna Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Epping Forest UK
Friedrichshafen Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Vale of Glamorgan UK
Offenburg Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Reigate & Banstead UK
Frankfurt (Oder) Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Chester UK
Stralsund Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Mid Bedfordshire UK
Langenfeld (Rheinland) Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Suffolk Coastal UK
Greifswald Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Horsham UK
Neu-Ulm Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Nuneaton & Bedworth UK
Göppingen Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Gwynedd UK
Euskirchen Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Swale UK
Stolberg (Rheinland) Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Havant & Waterloo UK
Hameln Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Teignbridge UK
Eschweiler Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Cambridge UK
Sankt Augustin Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Vale Royal UK
Görlitz Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Amber Valley UK
Hilden Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,North Hertfordshire UK
Meerbusch Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,South Ayrshire UK
Hattingen Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Waverley UK
Waiblingen Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Broadland UK
Pulheim Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Crewe & Nantwich UK
Baden-Baden Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Breckland UK
Menden (Sauerland) Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Ipswich UK
Bad Salzuflen Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Pembrokeshire UK
Langenhagen Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Vale of White Horse UK
Nordhorn Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Salisbury UK
Lingen (Ems) Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Gedling UK
Bad Homburg vor der Höhe Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Eastleigh UK
Neustadt an der Weinstraße Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Broxtowe UK
Ahlen Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Stratford-on-Avon UK
Wolfenbüttel Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,South Bedfordshire UK
Frechen Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Angus UK
Schweinfurt Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,East Hampshire UK
Wetzlar Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,East Dunbartonshire UK
Ibbenbüren Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Conway UK
Goslar Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Sevenoaks UK
Willich Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Slough UK
Emden Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Bracknell Forest UK
Passau Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,West Lancashire UK
Gummersbach Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,West Wiltshire UK
Speyer Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Ashfield UK
Ravensburg Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Lisburn UK
Erftstadt Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Scarborough UK
Kleve Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Stroud UK
Bad Kreuznach Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Wychavon UK
Peine Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Waveney UK
Lörrach Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Exeter UK
Bad Oeynhausen Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Dover UK
Böblingen Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Test Valley UK
Elmshorn Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Gloucester UK
Frankenthal (Pfalz) Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Erewash UK
Cuxhaven Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Cheltenham UK
Rastatt Deutschland,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,flop,Bassetlaw UK
